name,value,year,lastvalue,rank
QUINTANA ROO,1426,2020-05-11,1409,8.0
QUINTANA ROO,1453,2020-05-12,1426,8.0
QUINTANA ROO,1492,2020-05-13,1453,8.0
QUINTANA ROO,1518,2020-05-14,1492,8.0
QUINTANA ROO,1551,2020-05-15,1518,8.0
QUINTANA ROO,1582,2020-05-16,1551,9.0
QUINTANA ROO,1608,2020-05-17,1582,9.0
QUINTANA ROO,1658,2020-05-18,1608,10.0
QUINTANA ROO,1705,2020-05-19,1658,10.0
QUINTANA ROO,1746,2020-05-20,1705,10.0
QUINTANA ROO,1774,2020-05-21,1746,11.0
QUINTANA ROO,1805,2020-05-22,1774,11.0
QUINTANA ROO,1838,2020-05-23,1805,11.0
QUINTANA ROO,1876,2020-05-24,1838,11.0
QUINTANA ROO,1925,2020-05-25,1876,12.0
QUINTANA ROO,1948,2020-05-26,1925,13.0
QUINTANA ROO,1994,2020-05-27,1948,13.0
QUINTANA ROO,2029,2020-05-28,1994,14.0
QUINTANA ROO,2066,2020-05-29,2029,15.0
QUINTANA ROO,2100,2020-05-30,2066,15.0
QUINTANA ROO,2126,2020-05-31,2100,15.0
QUINTANA ROO,2148,2020-06-01,2126,13.0
QUINTANA ROO,2159,2020-06-02,2148,12.0
SAN LUIS POTOSÍ,1,2020-03-07,0,7.5
SAN LUIS POTOSÍ,2,2020-03-09,1,14.5
SAN LUIS POTOSÍ,3,2020-03-11,2,11.0
SAN LUIS POTOSÍ,4,2020-03-12,3,13.0
SAN LUIS POTOSÍ,5,2020-03-14,4,15.5
SAN LUIS POTOSÍ,9,2020-03-15,5,13.0
SAN LUIS POTOSÍ,11,2020-03-16,9,13.5
SAN LUIS POTOSÍ,12,2020-03-17,11,15.0
SAN LUIS POTOSÍ,16,2020-03-18,12,13.5
SAN LUIS POTOSÍ,18,2020-03-19,16,11.5
SAN LUIS POTOSÍ,19,2020-03-20,18,15.5
SAN LUIS POTOSÍ,21,2020-03-21,19,16.0
SAN LUIS POTOSÍ,24,2020-03-22,21,15.0
SAN LUIS POTOSÍ,29,2020-03-24,24,14.0
SAN LUIS POTOSÍ,32,2020-03-25,29,16.0
SAN LUIS POTOSÍ,33,2020-03-26,32,17.5
SAN LUIS POTOSÍ,36,2020-03-27,33,17.5
SAN LUIS POTOSÍ,38,2020-03-28,36,18.0
SAN LUIS POTOSÍ,40,2020-03-29,38,18.0
SAN LUIS POTOSÍ,41,2020-03-30,40,20.5
SAN LUIS POTOSÍ,45,2020-03-31,41,19.0
SAN LUIS POTOSÍ,51,2020-04-01,45,20.0
SAN LUIS POTOSÍ,54,2020-04-02,51,21.0
SAN LUIS POTOSÍ,58,2020-04-03,54,21.5
SAN LUIS POTOSÍ,61,2020-04-04,58,19.5
SAN LUIS POTOSÍ,63,2020-04-06,61,23.0
SAN LUIS POTOSÍ,65,2020-04-08,63,25.0
SAN LUIS POTOSÍ,67,2020-04-09,65,25.0
SAN LUIS POTOSÍ,69,2020-04-10,67,25.0
SAN LUIS POTOSÍ,70,2020-04-11,69,25.0
SAN LUIS POTOSÍ,71,2020-04-12,70,26.0
SAN LUIS POTOSÍ,75,2020-04-13,71,26.5
SAN LUIS POTOSÍ,82,2020-04-14,75,26.5
SAN LUIS POTOSÍ,83,2020-04-15,82,27.0
SAN LUIS POTOSÍ,85,2020-04-16,83,27.0
SAN LUIS POTOSÍ,86,2020-04-17,85,27.0
SAN LUIS POTOSÍ,88,2020-04-18,86,27.0
SAN LUIS POTOSÍ,89,2020-04-19,88,27.0
SAN LUIS POTOSÍ,99,2020-04-20,89,27.0
SAN LUIS POTOSÍ,107,2020-04-21,99,27.0
SAN LUIS POTOSÍ,109,2020-04-22,107,27.0
SAN LUIS POTOSÍ,112,2020-04-23,109,27.0
SAN LUIS POTOSÍ,118,2020-04-24,112,27.0
SAN LUIS POTOSÍ,134,2020-04-25,118,27.0
SAN LUIS POTOSÍ,145,2020-04-26,134,27.0
SAN LUIS POTOSÍ,166,2020-04-27,145,27.0
SAN LUIS POTOSÍ,185,2020-04-28,166,26.0
SAN LUIS POTOSÍ,193,2020-04-29,185,26.0
SAN LUIS POTOSÍ,210,2020-04-30,193,26.0
SAN LUIS POTOSÍ,232,2020-05-01,210,26.0
SAN LUIS POTOSÍ,248,2020-05-02,232,26.0
SAN LUIS POTOSÍ,269,2020-05-03,248,26.0
SAN LUIS POTOSÍ,299,2020-05-04,269,26.0
SAN LUIS POTOSÍ,327,2020-05-05,299,26.0
SAN LUIS POTOSÍ,346,2020-05-06,327,26.0
SAN LUIS POTOSÍ,374,2020-05-07,346,26.0
SAN LUIS POTOSÍ,403,2020-05-08,374,26.0
SAN LUIS POTOSÍ,427,2020-05-09,403,26.0
SAN LUIS POTOSÍ,459,2020-05-10,427,26.0
SAN LUIS POTOSÍ,482,2020-05-11,459,25.0
SAN LUIS POTOSÍ,499,2020-05-12,482,26.0
SAN LUIS POTOSÍ,523,2020-05-13,499,26.0
SAN LUIS POTOSÍ,557,2020-05-14,523,26.0
SAN LUIS POTOSÍ,589,2020-05-15,557,25.0
SAN LUIS POTOSÍ,609,2020-05-16,589,25.0
SAN LUIS POTOSÍ,637,2020-05-17,609,25.0
SAN LUIS POTOSÍ,671,2020-05-18,637,25.0
SAN LUIS POTOSÍ,705,2020-05-19,671,25.0
SAN LUIS POTOSÍ,750,2020-05-20,705,25.0
SAN LUIS POTOSÍ,781,2020-05-21,750,25.0
SAN LUIS POTOSÍ,825,2020-05-22,781,25.0
SAN LUIS POTOSÍ,875,2020-05-23,825,25.0
SAN LUIS POTOSÍ,916,2020-05-24,875,25.0
SAN LUIS POTOSÍ,953,2020-05-25,916,25.0
SAN LUIS POTOSÍ,981,2020-05-26,953,25.0
SAN LUIS POTOSÍ,1018,2020-05-27,981,24.0
SAN LUIS POTOSÍ,1050,2020-05-28,1018,24.0
SAN LUIS POTOSÍ,1090,2020-05-29,1050,24.0
SAN LUIS POTOSÍ,1119,2020-05-30,1090,24.0
SAN LUIS POTOSÍ,1142,2020-05-31,1119,23.0
SAN LUIS POTOSÍ,1171,2020-06-01,1142,21.0
SAN LUIS POTOSÍ,1185,2020-06-02,1171,18.0
SAN LUIS POTOSÍ,1191,2020-06-03,1185,12.0
SINALOA,1,2020-01-29,0,1.0
SINALOA,2,2020-03-01,1,2.5
SINALOA,3,2020-03-09,2,9.5
SINALOA,4,2020-03-12,3,13.0
SINALOA,6,2020-03-14,4,13.5
SINALOA,8,2020-03-15,6,15.5
SINALOA,11,2020-03-16,8,13.5
SINALOA,13,2020-03-17,11,13.0
SINALOA,14,2020-03-18,13,16.5
SINALOA,18,2020-03-19,14,11.5
SINALOA,24,2020-03-20,18,12.0
SINALOA,30,2020-03-21,24,11.0
SINALOA,37,2020-03-22,30,11.0
SINALOA,53,2020-03-23,37,9.0
SINALOA,66,2020-03-24,53,8.0
SINALOA,75,2020-03-25,66,8.0
SINALOA,86,2020-03-26,75,8.0
SINALOA,99,2020-03-27,86,7.0
SINALOA,109,2020-03-28,99,7.0
SINALOA,124,2020-03-29,109,7.0
SINALOA,140,2020-03-30,124,6.0
SINALOA,164,2020-03-31,140,6.0
SINALOA,182,2020-04-01,164,6.0
SINALOA,203,2020-04-02,182,6.0
SINALOA,230,2020-04-03,203,6.0
SINALOA,255,2020-04-04,230,5.0
SINALOA,277,2020-04-05,255,5.0
SINALOA,306,2020-04-06,277,4.0
SINALOA,335,2020-04-07,306,4.0
SINALOA,374,2020-04-08,335,4.0
SINALOA,411,2020-04-09,374,4.0
SINALOA,458,2020-04-10,411,4.0
SINALOA,497,2020-04-11,458,4.0
SINALOA,539,2020-04-12,497,4.0
SINALOA,584,2020-04-13,539,4.0
SINALOA,619,2020-04-14,584,4.0
SINALOA,654,2020-04-15,619,4.0
SINALOA,698,2020-04-16,654,4.0
SINALOA,749,2020-04-17,698,4.0
SINALOA,798,2020-04-18,749,5.0
SINALOA,856,2020-04-19,798,5.0
SINALOA,943,2020-04-20,856,5.0
SINALOA,983,2020-04-21,943,5.0
SINALOA,1026,2020-04-22,983,5.0
SINALOA,1080,2020-04-23,1026,5.0
SINALOA,1148,2020-04-24,1080,5.0
SINALOA,1215,2020-04-25,1148,5.0
SINALOA,1256,2020-04-26,1215,5.0
SINALOA,1308,2020-04-27,1256,5.0
SINALOA,1348,2020-04-28,1308,5.0
SINALOA,1400,2020-04-29,1348,5.0
SINALOA,1467,2020-04-30,1400,5.0
SINALOA,1572,2020-05-01,1467,5.0
SINALOA,1615,2020-05-02,1572,5.0
SINALOA,1687,2020-05-03,1615,5.0
SINALOA,1753,2020-05-04,1687,5.0
SINALOA,1819,2020-05-05,1753,5.0
SINALOA,1874,2020-05-06,1819,5.0
SINALOA,1955,2020-05-07,1874,5.0
SINALOA,2023,2020-05-08,1955,6.0
SINALOA,2094,2020-05-09,2023,6.0
SINALOA,2217,2020-05-10,2094,6.0
SINALOA,2310,2020-05-11,2217,6.0
SINALOA,2404,2020-05-12,2310,6.0
SINALOA,2478,2020-05-13,2404,6.0
SINALOA,2578,2020-05-14,2478,6.0
SINALOA,2757,2020-05-15,2578,6.0
SINALOA,2873,2020-05-16,2757,6.0
SINALOA,2972,2020-05-17,2873,6.0
SINALOA,3099,2020-05-18,2972,6.0
SINALOA,3221,2020-05-19,3099,6.0
SINALOA,3372,2020-05-20,3221,6.0
SINALOA,3495,2020-05-21,3372,6.0
SINALOA,3634,2020-05-22,3495,6.0
SINALOA,3763,2020-05-23,3634,6.0
SINALOA,3890,2020-05-24,3763,6.0
SINALOA,4031,2020-05-25,3890,6.0
SINALOA,4121,2020-05-26,4031,6.0
SINALOA,4193,2020-05-27,4121,6.0
SINALOA,4262,2020-05-28,4193,6.0
SINALOA,4311,2020-05-29,4262,6.0
SINALOA,4346,2020-05-30,4311,6.0
SINALOA,4369,2020-05-31,4346,6.0
SINALOA,4389,2020-06-01,4369,6.0
SINALOA,4401,2020-06-02,4389,5.0
SINALOA,4404,2020-06-03,4401,5.0
SONORA,1,2020-03-11,0,14.0
SONORA,2,2020-03-11,0,13.0
SONORA,4,2020-03-12,2,13.0
SONORA,5,2020-03-13,4,13.0
SONORA,7,2020-03-16,5,19.5
SONORA,11,2020-03-17,7,17.0
SONORA,12,2020-03-18,11,19.0
SONORA,14,2020-03-19,12,16.0
SONORA,16,2020-03-20,14,19.5
SONORA,18,2020-03-22,16,19.0
SONORA,20,2020-03-23,18,20.0
SONORA,23,2020-03-24,20,18.5
SONORA,25,2020-03-25,23,21.0
SONORA,29,2020-03-26,25,22.0
SONORA,34,2020-03-27,29,20.0
SONORA,39,2020-03-28,34,17.0
SONORA,40,2020-03-30,39,22.0
SONORA,44,2020-03-31,40,20.5
SONORA,56,2020-04-01,44,18.0
SONORA,58,2020-04-02,56,18.0
SONORA,63,2020-04-03,58,18.0
SONORA,72,2020-04-04,63,17.0
SONORA,78,2020-04-05,72,17.0
SONORA,96,2020-04-06,78,15.0
SONORA,102,2020-04-07,96,15.0
SONORA,113,2020-04-08,102,15.0
SONORA,124,2020-04-09,113,15.0
SONORA,137,2020-04-10,124,15.0
SONORA,144,2020-04-11,137,15.0
SONORA,150,2020-04-12,144,15.5
SONORA,158,2020-04-13,150,16.0
SONORA,168,2020-04-14,158,16.0
SONORA,171,2020-04-15,168,17.0
SONORA,185,2020-04-16,171,17.0
SONORA,200,2020-04-17,185,17.0
SONORA,216,2020-04-18,200,17.0
SONORA,228,2020-04-19,216,18.0
SONORA,250,2020-04-20,228,18.0
SONORA,262,2020-04-21,250,18.0
SONORA,281,2020-04-22,262,18.0
SONORA,304,2020-04-23,281,18.0
SONORA,327,2020-04-24,304,19.0
SONORA,351,2020-04-25,327,18.0
SONORA,373,2020-04-26,351,18.0
SONORA,397,2020-04-27,373,18.0
SONORA,420,2020-04-28,397,19.0
SONORA,447,2020-04-29,420,18.0
SONORA,490,2020-04-30,447,17.0
SONORA,540,2020-05-01,490,16.0
SONORA,582,2020-05-02,540,15.0
SONORA,623,2020-05-03,582,15.0
SONORA,684,2020-05-04,623,14.0
SONORA,730,2020-05-05,684,14.0
SONORA,786,2020-05-06,730,13.0
SONORA,860,2020-05-07,786,12.0
SONORA,921,2020-05-08,860,11.0
SONORA,976,2020-05-09,921,11.0
SONORA,1065,2020-05-10,976,11.0
SONORA,1146,2020-05-11,1065,10.0
SONORA,1218,2020-05-12,1146,10.0
SONORA,1295,2020-05-13,1218,10.0
SONORA,1374,2020-05-14,1295,10.0
SONORA,1504,2020-05-15,1374,9.0
SONORA,1608,2020-05-16,1504,8.0
SONORA,1711,2020-05-17,1608,8.0
SONORA,1853,2020-05-18,1711,8.0
SONORA,1954,2020-05-19,1853,8.0
SONORA,2076,2020-05-20,1954,8.0
SONORA,2189,2020-05-21,2076,8.0
SONORA,2304,2020-05-22,2189,8.0
SONORA,2422,2020-05-23,2304,8.0
SONORA,2516,2020-05-24,2422,8.0
SONORA,2617,2020-05-25,2516,8.0
SONORA,2696,2020-05-26,2617,8.0
SONORA,2768,2020-05-27,2696,8.0
SONORA,2804,2020-05-28,2768,8.0
SONORA,2834,2020-05-29,2804,8.0
SONORA,2859,2020-05-30,2834,8.0
SONORA,2863,2020-05-31,2859,8.0
TABASCO,1,2020-03-09,0,19.5
TABASCO,2,2020-03-09,0,14.5
TABASCO,3,2020-03-09,0,9.5
TABASCO,5,2020-03-10,3,8.5
TABASCO,7,2020-03-13,5,10.5
TABASCO,9,2020-03-14,7,10.0
TABASCO,10,2020-03-15,9,10.5
TABASCO,13,2020-03-16,10,11.0
TABASCO,15,2020-03-17,13,11.0
TABASCO,21,2020-03-18,15,10.0
TABASCO,29,2020-03-19,21,8.0
TABASCO,34,2020-03-20,29,9.0
TABASCO,39,2020-03-21,34,9.0
TABASCO,43,2020-03-22,39,9.0
TABASCO,50,2020-03-23,43,10.0
TABASCO,57,2020-03-24,50,10.0
TABASCO,68,2020-03-25,57,9.0
TABASCO,74,2020-03-26,68,9.0
TABASCO,81,2020-03-27,74,10.0
TABASCO,97,2020-03-28,81,9.0
TABASCO,110,2020-03-29,97,9.0
TABASCO,122,2020-03-30,110,9.0
TABASCO,132,2020-03-31,122,9.0
TABASCO,144,2020-04-01,132,8.0
TABASCO,162,2020-04-02,144,8.0
TABASCO,175,2020-04-03,162,8.0
TABASCO,198,2020-04-04,175,8.0
TABASCO,216,2020-04-05,198,7.0
TABASCO,246,2020-04-06,216,7.0
TABASCO,278,2020-04-07,246,7.0
TABASCO,310,2020-04-08,278,7.0
TABASCO,350,2020-04-09,310,6.0
TABASCO,399,2020-04-10,350,5.0
TABASCO,425,2020-04-11,399,6.0
TABASCO,467,2020-04-12,425,5.0
TABASCO,515,2020-04-13,467,5.0
TABASCO,581,2020-04-14,515,5.0
TABASCO,628,2020-04-15,581,5.0
TABASCO,682,2020-04-16,628,5.0
TABASCO,737,2020-04-17,682,5.0
TABASCO,799,2020-04-18,737,4.0
TABASCO,871,2020-04-19,799,4.0
TABASCO,945,2020-04-20,871,4.0
TABASCO,1005,2020-04-21,945,4.0
TABASCO,1056,2020-04-22,1005,4.0
TABASCO,1111,2020-04-23,1056,4.0
TABASCO,1182,2020-04-24,1111,4.0
TABASCO,1238,2020-04-25,1182,4.0
TABASCO,1280,2020-04-26,1238,4.0
TABASCO,1333,2020-04-27,1280,4.0
TABASCO,1392,2020-04-28,1333,4.0
TABASCO,1444,2020-04-29,1392,4.0
TABASCO,1527,2020-04-30,1444,4.0
TABASCO,1615,2020-05-01,1527,4.0
TABASCO,1697,2020-05-02,1615,4.0
TABASCO,1776,2020-05-03,1697,4.0
TABASCO,1891,2020-05-04,1776,4.0
TABASCO,1997,2020-05-05,1891,4.0
TABASCO,2081,2020-05-06,1997,4.0
TABASCO,2192,2020-05-07,2081,4.0
TABASCO,2318,2020-05-08,2192,4.0
TABASCO,2420,2020-05-09,2318,4.0
TABASCO,2557,2020-05-10,2420,4.0
TABASCO,2691,2020-05-11,2557,4.0
TABASCO,2785,2020-05-12,2691,4.0
TABASCO,2882,2020-05-13,2785,4.0
TABASCO,3007,2020-05-14,2882,4.0
TABASCO,3170,2020-05-15,3007,4.0
TABASCO,3280,2020-05-16,3170,4.0
TABASCO,3383,2020-05-17,3280,4.0
TABASCO,3515,2020-05-18,3383,5.0
TABASCO,3653,2020-05-19,3515,5.0
TABASCO,3880,2020-05-20,3653,4.0
TABASCO,4014,2020-05-21,3880,4.0
TABASCO,4159,2020-05-22,4014,4.0
TABASCO,4300,2020-05-23,4159,4.0
TABASCO,4427,2020-05-24,4300,4.0
TABASCO,4627,2020-05-25,4427,4.0
TABASCO,4735,2020-05-26,4627,4.0
TABASCO,4838,2020-05-27,4735,4.0
TABASCO,4936,2020-05-28,4838,4.0
TABASCO,5048,2020-05-29,4936,4.0
TABASCO,5118,2020-05-30,5048,4.0
TABASCO,5169,2020-05-31,5118,4.0
TABASCO,5239,2020-06-01,5169,4.0
TABASCO,5253,2020-06-02,5239,4.0
TABASCO,5271,2020-06-03,5253,4.0
TABASCO,5289,2020-06-04,5271,1.0
TAMAULIPAS,1,2020-03-13,0,17.5
TAMAULIPAS,3,2020-03-14,1,18.5
TAMAULIPAS,6,2020-03-16,3,21.0
TAMAULIPAS,9,2020-03-20,6,23.5
TAMAULIPAS,11,2020-03-21,9,20.5
TAMAULIPAS,13,2020-03-22,11,22.5
TAMAULIPAS,14,2020-03-23,13,24.5
TAMAULIPAS,15,2020-03-24,14,23.5
TAMAULIPAS,21,2020-03-25,15,23.0
TAMAULIPAS,25,2020-03-26,21,23.0
TAMAULIPAS,28,2020-03-27,25,22.0
TAMAULIPAS,30,2020-03-28,28,22.0
TAMAULIPAS,31,2020-03-29,30,21.0
TAMAULIPAS,42,2020-03-30,31,18.5
TAMAULIPAS,48,2020-03-31,42,18.0
TAMAULIPAS,57,2020-04-01,48,17.0
TAMAULIPAS,62,2020-04-02,57,17.0
TAMAULIPAS,66,2020-04-03,62,16.0
TAMAULIPAS,75,2020-04-04,66,16.0
TAMAULIPAS,80,2020-04-05,75,16.0
TAMAULIPAS,84,2020-04-06,80,17.0
TAMAULIPAS,94,2020-04-07,84,17.0
TAMAULIPAS,101,2020-04-08,94,16.0
TAMAULIPAS,109,2020-04-09,101,16.0
TAMAULIPAS,121,2020-04-10,109,16.0
TAMAULIPAS,137,2020-04-11,121,16.0
TAMAULIPAS,150,2020-04-12,137,15.5
TAMAULIPAS,180,2020-04-13,150,15.0
TAMAULIPAS,203,2020-04-14,180,15.0
TAMAULIPAS,221,2020-04-15,203,15.0
TAMAULIPAS,246,2020-04-16,221,15.0
TAMAULIPAS,276,2020-04-17,246,13.0
TAMAULIPAS,299,2020-04-18,276,12.0
TAMAULIPAS,310,2020-04-19,299,12.0
TAMAULIPAS,343,2020-04-20,310,12.0
TAMAULIPAS,370,2020-04-21,343,12.0
TAMAULIPAS,393,2020-04-22,370,12.0
TAMAULIPAS,423,2020-04-23,393,11.0
TAMAULIPAS,449,2020-04-24,423,11.0
TAMAULIPAS,495,2020-04-25,449,11.0
TAMAULIPAS,530,2020-04-26,495,11.0
TAMAULIPAS,577,2020-04-27,530,11.0
TAMAULIPAS,609,2020-04-28,577,11.0
TAMAULIPAS,637,2020-04-29,609,11.0
TAMAULIPAS,661,2020-04-30,637,11.0
TAMAULIPAS,707,2020-05-01,661,11.0
TAMAULIPAS,731,2020-05-02,707,11.0
TAMAULIPAS,754,2020-05-03,731,11.0
TAMAULIPAS,790,2020-05-04,754,11.0
TAMAULIPAS,830,2020-05-05,790,11.0
TAMAULIPAS,858,2020-05-06,830,11.0
TAMAULIPAS,892,2020-05-07,858,11.0
TAMAULIPAS,912,2020-05-08,892,12.0
TAMAULIPAS,940,2020-05-09,912,13.0
TAMAULIPAS,972,2020-05-10,940,13.0
TAMAULIPAS,1014,2020-05-11,972,13.0
TAMAULIPAS,1056,2020-05-12,1014,14.0
TAMAULIPAS,1091,2020-05-13,1056,14.0
TAMAULIPAS,1146,2020-05-14,1091,14.0
TAMAULIPAS,1219,2020-05-15,1146,14.0
TAMAULIPAS,1268,2020-05-16,1219,14.0
TAMAULIPAS,1316,2020-05-17,1268,14.0
TAMAULIPAS,1392,2020-05-18,1316,14.0
TAMAULIPAS,1444,2020-05-19,1392,15.0
TAMAULIPAS,1512,2020-05-20,1444,15.0
TAMAULIPAS,1564,2020-05-21,1512,15.0
TAMAULIPAS,1624,2020-05-22,1564,16.0
TAMAULIPAS,1674,2020-05-23,1624,16.0
TAMAULIPAS,1720,2020-05-24,1674,16.0
TAMAULIPAS,1800,2020-05-25,1720,16.0
TAMAULIPAS,1853,2020-05-26,1800,16.0
TAMAULIPAS,1919,2020-05-27,1853,16.0
TAMAULIPAS,1966,2020-05-28,1919,16.0
TAMAULIPAS,2004,2020-05-29,1966,16.5
TAMAULIPAS,2033,2020-05-30,2004,17.0
TAMAULIPAS,2050,2020-05-31,2033,17.0
TAMAULIPAS,2071,2020-06-01,2050,16.0
TAMAULIPAS,2075,2020-06-02,2071,14.0
TLAXCALA,1,2020-03-16,0,27.0
TLAXCALA,2,2020-03-22,1,27.0
TLAXCALA,3,2020-03-23,2,28.0
TLAXCALA,5,2020-03-24,3,27.0
TLAXCALA,7,2020-03-25,5,29.0
TLAXCALA,8,2020-03-27,7,28.0
TLAXCALA,17,2020-03-28,8,26.0
TLAXCALA,19,2020-03-29,17,25.0
TLAXCALA,23,2020-03-30,19,27.0
TLAXCALA,26,2020-03-31,23,27.0
TLAXCALA,31,2020-04-01,26,26.0
TLAXCALA,36,2020-04-02,31,25.0
TLAXCALA,40,2020-04-03,36,26.0
TLAXCALA,48,2020-04-04,40,24.0
TLAXCALA,49,2020-04-05,48,24.0
TLAXCALA,51,2020-04-06,49,26.0
TLAXCALA,57,2020-04-07,51,24.0
TLAXCALA,66,2020-04-08,57,24.0
TLAXCALA,68,2020-04-09,66,24.0
TLAXCALA,80,2020-04-10,68,23.0
TLAXCALA,81,2020-04-11,80,24.0
TLAXCALA,83,2020-04-12,81,24.0
TLAXCALA,90,2020-04-13,83,23.5
TLAXCALA,102,2020-04-14,90,23.0
TLAXCALA,111,2020-04-15,102,23.0
TLAXCALA,121,2020-04-16,111,23.0
TLAXCALA,128,2020-04-17,121,23.0
TLAXCALA,137,2020-04-18,128,23.0
TLAXCALA,146,2020-04-19,137,23.0
TLAXCALA,167,2020-04-20,146,23.0
TLAXCALA,187,2020-04-21,167,23.0
TLAXCALA,195,2020-04-22,187,23.0
TLAXCALA,205,2020-04-23,195,23.0
TLAXCALA,222,2020-04-24,205,23.0
TLAXCALA,233,2020-04-25,222,23.0
TLAXCALA,251,2020-04-26,233,22.0
TLAXCALA,271,2020-04-27,251,23.0
TLAXCALA,278,2020-04-28,271,23.0
TLAXCALA,293,2020-04-29,278,23.0
TLAXCALA,315,2020-04-30,293,23.5
TLAXCALA,333,2020-05-01,315,24.0
TLAXCALA,349,2020-05-02,333,24.0
TLAXCALA,370,2020-05-03,349,23.0
TLAXCALA,395,2020-05-04,370,23.0
TLAXCALA,412,2020-05-05,395,23.5
TLAXCALA,452,2020-05-06,412,22.0
TLAXCALA,487,2020-05-07,452,22.0
TLAXCALA,519,2020-05-08,487,22.0
TLAXCALA,543,2020-05-09,519,23.0
TLAXCALA,584,2020-05-10,543,23.0
TLAXCALA,622,2020-05-11,584,23.0
TLAXCALA,649,2020-05-12,622,23.0
TLAXCALA,673,2020-05-13,649,23.0
TLAXCALA,711,2020-05-14,673,23.0
TLAXCALA,746,2020-05-15,711,23.0
TLAXCALA,778,2020-05-16,746,23.0
TLAXCALA,817,2020-05-17,778,23.0
TLAXCALA,864,2020-05-18,817,23.0
TLAXCALA,912,2020-05-19,864,23.0
TLAXCALA,965,2020-05-20,912,23.0
TLAXCALA,995,2020-05-21,965,23.0
TLAXCALA,1040,2020-05-22,995,23.0
TLAXCALA,1074,2020-05-23,1040,23.0
TLAXCALA,1102,2020-05-24,1074,23.0
TLAXCALA,1144,2020-05-25,1102,23.0
TLAXCALA,1165,2020-05-26,1144,23.0
TLAXCALA,1194,2020-05-27,1165,23.0
TLAXCALA,1226,2020-05-28,1194,23.0
TLAXCALA,1260,2020-05-29,1226,23.0
TLAXCALA,1275,2020-05-30,1260,23.0
TLAXCALA,1295,2020-05-31,1275,22.0
TLAXCALA,1310,2020-06-01,1295,20.0
TLAXCALA,1315,2020-06-02,1310,17.0
TLAXCALA,1316,2020-06-03,1315,11.0
VERACRUZ DE IGNACIO DE LA LLAVE,1,2020-03-03,0,3.0
VERACRUZ DE IGNACIO DE LA LLAVE,5,2020-03-12,1,9.0
VERACRUZ DE IGNACIO DE LA LLAVE,8,2020-03-14,5,11.5
VERACRUZ DE IGNACIO DE LA LLAVE,10,2020-03-15,8,10.5
VERACRUZ DE IGNACIO DE LA LLAVE,12,2020-03-16,10,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,14,2020-03-17,12,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,18,2020-03-18,14,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,20,2020-03-19,18,10.0
VERACRUZ DE IGNACIO DE LA LLAVE,27,2020-03-20,20,11.0
VERACRUZ DE IGNACIO DE LA LLAVE,29,2020-03-21,27,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,30,2020-03-22,29,12.5
VERACRUZ DE IGNACIO DE LA LLAVE,35,2020-03-23,30,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,39,2020-03-25,35,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,43,2020-03-26,39,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,48,2020-03-27,43,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,51,2020-03-28,48,14.5
VERACRUZ DE IGNACIO DE LA LLAVE,55,2020-03-29,51,13.5
VERACRUZ DE IGNACIO DE LA LLAVE,61,2020-03-30,55,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,66,2020-03-31,61,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,74,2020-04-01,66,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,86,2020-04-02,74,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,92,2020-04-03,86,13.5
VERACRUZ DE IGNACIO DE LA LLAVE,97,2020-04-04,92,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,106,2020-04-05,97,14.0
VERACRUZ DE IGNACIO DE LA LLAVE,118,2020-04-06,106,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,131,2020-04-07,118,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,153,2020-04-08,131,13.0
VERACRUZ DE IGNACIO DE LA LLAVE,170,2020-04-09,153,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,189,2020-04-10,170,12.0
VERACRUZ DE IGNACIO DE LA LLAVE,210,2020-04-11,189,11.0
VERACRUZ DE IGNACIO DE LA LLAVE,236,2020-04-12,210,10.0
VERACRUZ DE IGNACIO DE LA LLAVE,267,2020-04-13,236,9.0
VERACRUZ DE IGNACIO DE LA LLAVE,288,2020-04-14,267,9.0
VERACRUZ DE IGNACIO DE LA LLAVE,323,2020-04-15,288,9.0
VERACRUZ DE IGNACIO DE LA LLAVE,355,2020-04-16,323,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,385,2020-04-17,355,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,426,2020-04-18,385,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,452,2020-04-19,426,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,525,2020-04-20,452,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,568,2020-04-21,525,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,611,2020-04-22,568,8.0
VERACRUZ DE IGNACIO DE LA LLAVE,658,2020-04-23,611,8.0
